model_name,table_name,column_name,data_type,row_count,non_null_count,populated_pct,distinct_count,quality_flag,sample_values,suggestion
cancer_model,raw_lab_results,reference_low,double,630,630,100.0,5,GREEN,45.0; 120.0; 150.0; 35.0; 4.0,
cancer_model,raw_lab_results,reference_high,double,630,630,100.0,5,GREEN,50.0; 170.0; 110.0; 450.0; 11.0,
cancer_model,raw_lab_results,abnormal_flag,int,630,630,100.0,2,GREEN,0; 1,
cancer_model,raw_lab_results,source_system,string,630,630,100.0,2,GREEN,epr; lims,
cancer_model,raw_lab_results,load_ts,string,630,630,100.0,1,GREEN,2026-03-17T12:44:31,
inpatient_model,raw_inpatient_spells,spell_sk,string,324,324,100.0,324,GREEN,SP0000097; SP0000114; SP0000250; SP0000189; SP0000142,
inpatient_model,raw_inpatient_spells,patient_sk,string,324,324,100.0,151,GREEN,PT000005; PT000094; PT000148; PT000023; PT000036,
inpatient_model,raw_inpatient_spells,admission_date,string,324,324,100.0,276,GREEN,2024-07-14; 2026-02-01; 2024-10-24; 2023-04-17; 2023-04-21,
inpatient_model,raw_inpatient_spells,discharge_date,string,324,324,100.0,278,GREEN,2024-07-14; 2024-04-03; 2025-04-05; 2025-09-14; 2025-01-03,
inpatient_model,raw_inpatient_spells,length_of_stay_days,int,324,324,100.0,15,GREEN,7; 11; 3; 8; 16,
inpatient_model,raw_inpatient_spells,admission_method,string,324,324,100.0,3,GREEN,elective; emergency; transfer,
inpatient_model,raw_inpatient_spells,discharge_destination,string,324,324,100.0,4,GREEN,care_home; rehab; home; deceased,
inpatient_model,raw_inpatient_spells,ward_specialty,string,324,324,100.0,4,GREEN,haematology; general_medicine; oncology; surgery,
inpatient_model,raw_inpatient_spells,hrg_code,string,324,324,100.0,263,GREEN,HRG632; HRG817; HRG882; HRG982; HRG841,
inpatient_model,raw_inpatient_spells,critical_care_flag,int,324,324,100.0,2,GREEN,0; 1,
inpatient_model,raw_inpatient_spells,readmission_30d_flag,int,324,324,100.0,2,GREEN,0; 1,
inpatient_model,raw_inpatient_spells,load_ts,string,324,324,100.0,1,GREEN,2026-03-17T12:44:31,
inpatient_model,raw_inpatient_episodes,episode_sk,string,648,648,100.0,648,GREEN,EP0000122; EP0002172; EP0001162; EP0000112; EP0002641,
inpatient_model,raw_inpatient_episodes,spell_sk,string,648,648,100.0,324,GREEN,SP0000097; SP0000114; SP0000250; SP0000189; SP0000142,
inpatient_model,raw_inpatient_episodes,patient_sk,string,648,648,100.0,151,GREEN,PT000005; PT000094; PT000148; PT000023; PT000036,
inpatient_model,raw_inpatient_episodes,episode_start_date,string,648,648,100.0,492,GREEN,2024-07-14; 2026-02-01; 2024-10-24; 2023-04-17; 2023-04-21,
inpatient_model,raw_inpatient_episodes,episode_end_date,string,648,648,100.0,468,GREEN,2024-09-15; 2024-01-19; 2023-05-18; 2024-08-20; 2024-10-24,
inpatient_model,raw_inpatient_episodes,consultant_code,string,648,648,100.0,472,GREEN,C201; C609; C803; C491; C718,
inpatient_model,raw_inpatient_episodes,primary_procedure_opcs,string,648,648,100.0,4,GREEN,X65.1; Y42.3; A12.8; W37.4,
inpatient_model,raw_inpatient_episodes,primary_diagnosis_icd10,string,648,648,100.0,5,GREEN,C18; C50; C34; D64; I10,
inpatient_model,raw_inpatient_episodes,palliative_care_flag,int,648,648,100.0,2,GREEN,0; 1,
inpatient_model,raw_inpatient_episodes,episode_cost_gbp,double,648,648,100.0,642,GREEN,2226.3; 3055.5; 2110.66; 3489.8; 3508.51,
inpatient_model,raw_inpatient_episodes,load_ts,string,648,648,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_pathology_reports,pathology_report_sk,string,216,216,100.0,216,GREEN,PATH00000060; PATH00000086; PATH00000070; PATH00000055; PATH00000076,
cancer_model,raw_pathology_reports,case_ref,string,216,216,100.0,125,GREEN,CASE0000072; CASE0000005; CASE0000015; CASE0000075; CASE0000120,
cancer_model,raw_pathology_reports,patient_sk,string,216,216,100.0,125,GREEN,PT000005; PT000094; PT000023; PT000166; PT000065,
cancer_model,raw_pathology_reports,specimen_date,string,216,216,100.0,208,GREEN,2022-10-05; 2022-10-07; 2025-02-25; 2024-10-22; 2025-03-20,
cancer_model,raw_pathology_reports,specimen_type,string,216,216,100.0,4,GREEN,resection; bone_marrow; cytology; biopsy,
cancer_model,raw_pathology_reports,histology_result,string,216,216,100.0,6,GREEN,atypia; ductal; benign; squamous; adenocarcinoma,
cancer_model,raw_pathology_reports,grade,string,216,216,100.0,4,GREEN,unknown; G2; G3; G1,
cancer_model,raw_pathology_reports,er_status,string,216,216,100.0,4,GREEN,positive; unknown; negative; equivocal,
cancer_model,raw_pathology_reports,pr_status,string,216,216,100.0,4,GREEN,positive; unknown; negative; equivocal,
cancer_model,raw_pathology_reports,her2_status,string,216,216,100.0,4,GREEN,positive; unknown; negative; equivocal,
cancer_model,raw_pathology_reports,report_source,string,216,216,100.0,2,GREEN,path_lims; regional_pathology_hub,
cancer_model,raw_pathology_reports,load_ts,string,216,216,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_genomic_variants,genomic_result_sk,string,162,162,100.0,162,GREEN,GEN00000038; GEN00000064; GEN00000013; GEN00000126; GEN00000130,
cancer_model,raw_genomic_variants,case_ref,string,162,162,100.0,111,GREEN,CASE0000105; CASE0000005; CASE0000075; CASE0000012; CASE0000107,
cancer_model,raw_genomic_variants,patient_sk,string,162,162,100.0,105,GREEN,PT000023; PT000166; PT000030; PT000065; PT000043,
cancer_model,raw_genomic_variants,test_date,string,162,162,100.0,153,GREEN,2024-08-20; 2026-02-27; 2025-09-14; 2023-07-21; 2026-03-15,
cancer_model,raw_genomic_variants,gene_symbol,string,162,162,100.0,9,GREEN,EGFR; ROS1; KRAS; TP53; BRCA1,
cancer_model,raw_genomic_variants,variant_coding,string,162,162,100.0,156,GREEN,c.890ins; c.477A>T; c.106G>C; c.331ins; c.119ins,
cancer_model,raw_genomic_variants,variant_classification,string,162,162,100.0,4,GREEN,pathogenic; benign; likely_pathogenic; vus,
cancer_model,raw_genomic_variants,tumour_mutational_burden,double,162,146,90.12,136,GREEN,7.16; 14.49; 3.1; 9.03; 16.33,
cancer_model,raw_genomic_variants,msi_status,string,162,162,100.0,3,GREEN,MSS; unknown; MSI-H,
cancer_model,raw_genomic_variants,actionability_tier,string,162,162,100.0,4,GREEN,tier_1; none; tier_2; tier_3,
cancer_model,raw_genomic_variants,source_lab,string,162,162,100.0,2,GREEN,molecular_lab_a; molecular_lab_b,
cancer_model,raw_genomic_variants,load_ts,string,162,162,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_imaging_reports,imaging_report_sk,string,251,251,100.0,251,GREEN,IMG00000119; IMG00000189; IMG00000011; IMG00000166; IMG00000084,
cancer_model,raw_imaging_reports,case_ref,string,251,251,100.0,136,GREEN,CASE0000105; CASE0000005; CASE0000015; CASE0000075; CASE0000120,
cancer_model,raw_imaging_reports,patient_sk,string,251,251,100.0,136,GREEN,PT000005; PT000094; PT000148; PT000036; PT000030,
cancer_model,raw_imaging_reports,scan_date,string,251,251,100.0,227,GREEN,2022-10-05; 2026-02-27; 2025-08-17; 2023-03-11; 2023-10-26,
cancer_model,raw_imaging_reports,modality,string,251,251,100.0,4,GREEN,CT; MRI; XR; PET-CT,
cancer_model,raw_imaging_reports,body_site,string,251,251,100.0,5,GREEN,abdomen; pelvis; thorax; whole_body; brain,
cancer_model,raw_imaging_reports,recist_response,string,251,251,100.0,5,GREEN,PD; not_assessed; CR; SD; PR,
cancer_model,raw_imaging_reports,suv_max,double,251,206,82.07,176,AMBER,7.16; 7.3; 4.96; 7.65; 2.49,Moderate population. Review for completeness.
cancer_model,raw_imaging_reports,rad_report_impression,string,251,251,100.0,4,GREEN,possible_progression; new_lesion; treatment_response; no_progression,
cancer_model,raw_imaging_reports,source_pacs,string,251,251,100.0,2,GREEN,pacs_b; pacs_a,
cancer_model,raw_imaging_reports,load_ts,string,251,251,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_mdt_decisions,mdt_decision_sk,string,198,198,100.0,198,GREEN,MDT00000125; MDT00000144; MDT00000017; MDT00000045; MDT00000076,
cancer_model,raw_mdt_decisions,case_ref,string,198,198,100.0,125,GREEN,CASE0000105; CASE0000005; CASE0000015; CASE0000120; CASE0000055,
cancer_model,raw_mdt_decisions,patient_sk,string,198,198,100.0,118,GREEN,PT000005; PT000094; PT000023; PT000036; PT000166,
cancer_model,raw_mdt_decisions,meeting_date,string,198,198,100.0,177,GREEN,2024-08-06; 2026-02-27; 2024-04-03; 2023-06-07; 2023-05-04,
cancer_model,raw_mdt_decisions,site_group,string,198,198,100.0,5,GREEN,haematology; breast; urology; colorectal; lung,
cancer_model,raw_mdt_decisions,recommended_plan,string,198,198,100.0,4,GREEN,radiotherapy; systemic_then_review; surgery_first; supportive_care,
cancer_model,raw_mdt_decisions,priority_level,string,198,198,100.0,3,GREEN,routine; deferred; urgent,
cancer_model,raw_mdt_decisions,clinical_trial_option_flag,int,198,198,100.0,2,GREEN,0; 1,
cancer_model,raw_mdt_decisions,intent_of_treatment,string,198,198,100.0,3,GREEN,curative; non_curative; palliative,
cancer_model,raw_mdt_decisions,source_registry,string,198,198,100.0,2,GREEN,mdt_system_a; mdt_system_b,
cancer_model,raw_mdt_decisions,load_ts,string,198,198,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_radiotherapy_fractions,rt_fraction_sk,string,324,324,100.0,324,GREEN,RT00000163; RT00000234; RT00000298; RT00000093; RT00000160,
cancer_model,raw_radiotherapy_fractions,case_ref,string,324,324,100.0,154,GREEN,CASE0000105; CASE0000072; CASE0000005; CASE0000075; CASE0000015,
cancer_model,raw_radiotherapy_fractions,patient_sk,string,324,324,100.0,140,GREEN,PT000005; PT000094; PT000148; PT000023; PT000166,
cancer_model,raw_radiotherapy_fractions,fraction_date,string,324,324,100.0,288,GREEN,2024-09-15; 2024-08-20; 2024-04-03; 2026-02-27; 2023-05-04,
cancer_model,raw_radiotherapy_fractions,treatment_site,string,324,324,100.0,5,GREEN,spine; pelvis; breast; lung; brain,
cancer_model,raw_radiotherapy_fractions,fraction_number,int,324,324,100.0,35,GREEN,7; 15; 11; 29; 3,
cancer_model,raw_radiotherapy_fractions,prescribed_dose_gy,double,324,324,100.0,81,GREEN,2.43; 2.49; 1.96; 1.85; 2.35,
cancer_model,raw_radiotherapy_fractions,delivered_dose_gy,double,324,312,96.3,96,GREEN,2.43; 2.6; 2.78; 2.49; 1.96,
cancer_model,raw_radiotherapy_fractions,machine_id,string,324,324,100.0,6,GREEN,LINAC-6; LINAC-3; LINAC-1; LINAC-5; LINAC-2,
cancer_model,raw_radiotherapy_fractions,attendance_status,string,324,324,100.0,4,GREEN,cancelled; dna; attended; rescheduled,
cancer_model,raw_radiotherapy_fractions,load_ts,string,324,324,100.0,1,GREEN,2026-03-17T12:44:31,
cancer_model,raw_systemic_therapy_orders,order_sk,string,270,270,100.0,270,GREEN,STO00000074; STO00000104; STO00000205; STO00000251; STO00000261,
cancer_model,raw_systemic_therapy_orders,case_ref,string,270,270,100.0,134,GREEN,CASE0000105; CASE0000005; CASE0000072; CASE0000075; CASE0000012,
cancer_model,raw_systemic_therapy_orders,patient_sk,string,270,270,100.0,137,GREEN,PT000005; PT000094; PT000023; PT000148; PT000166,
cancer_model,raw_systemic_therapy_orders,order_date,string,270,270,100.0,232,GREEN,2023-05-18; 2023-04-28; 2025-08-17; 2025-09-14; 2024-02-28,
cancer_model,raw_systemic_therapy_orders,drug_name,string,270,270,100.0,6,GREEN,pembrolizumab; carboplatin; trastuzumab; docetaxel; rituximab,
cancer_model,raw_systemic_therapy_orders,regimen_code,string,270,270,100.0,5,GREEN,CARBO-TAXOL; PEMBRO_MONO; CAPOX; FOLFOX; R-CHOP,
cancer_model,raw_systemic_therapy_orders,planned_cycles,int,270,270,100.0,8,GREEN,7; 3; 8; 5; 6,
cancer_model,raw_systemic_therapy_orders,cycle_day,int,270,270,100.0,28,GREEN,7; 15; 11; 3; 8,
cancer_model,raw_systemic_therapy_orders,planned_dose_mg,double,270,270,100.0,270,GREEN,65.66; 188.27; 251.58; 195.09; 267.41,
cancer_model,raw_systemic_therapy_orders,administered_flag,int,270,270,100.0,2,GREEN,0; 1,
cancer_model,raw_systemic_therapy_orders,ordering_system,string,270,270,100.0,3,GREEN,chemo_epma; oncology_cpoe; legacy_rx,
cancer_model,raw_systemic_therapy_orders,load_ts,string,270,270,100.0,1,GREEN,2026-03-17T12:44:31,
